,R1-F1,R1-F1,R1-F1,R1-F1,R1-F1,R1-F1,R2-F1,R2-F1,R2-F1,R2-F1,R2-F1,R2-F1,RL-F1,RL-F1,RL-F1,RL-F1,RL-F1,RL-F1,RLsum-F1,RLsum-F1,RLsum-F1,RLsum-F1,RLsum-F1,RLsum-F1
,1-2,1-3,1-4,2-3,2-4,3-4,1-2,1-3,1-4,2-3,2-4,3-4,1-2,1-3,1-4,2-3,2-4,3-4,1-2,1-3,1-4,2-3,2-4,3-4
paper_id,,,,,,,,,,,,,,,,,,,,,,,,
SP:2d2657c059217603c92088de7211eb1de2d5fdd8,0.46534653465346537,0.32876712328767127,0.3888888888888889,0.410958904109589,0.42063492063492064,0.3940520446096655,0.13,0.018433179723502308,0.08,0.05529953917050691,0.072,0.04494382022471911,0.26732673267326734,0.16438356164383564,0.1746031746031746,0.19178082191780824,0.20634920634920634,0.1784386617100372,0.26732673267326734,0.16438356164383564,0.1746031746031746,0.19178082191780824,0.20634920634920634,0.1784386617100372
SP:2d6b52cdbe4309c33f610715f959b6d05eae0a46,0.35802469135802467,0.37333333333333335,0.38095238095238104,0.34567901234567905,0.40579710144927533,0.4603174603174603,0.1125,0.12162162162162163,0.12903225806451613,0.1,0.11764705882352942,0.1935483870967742,0.22222222222222224,0.20000000000000004,0.25396825396825395,0.20987654320987656,0.20289855072463767,0.28571428571428564,0.22222222222222224,0.20000000000000004,0.25396825396825395,0.20987654320987656,0.20289855072463767,0.28571428571428564
SP:2d6f7feec8cae58420be67b2c514574c997cb995,0.34523809523809523,0.3692307692307692,0.3262411347517731,0.3088235294117647,0.3401360544217687,0.42201834862385323,0.060240963855421686,0.09374999999999999,0.05755395683453238,0.08955223880597014,0.06896551724137931,0.14953271028037385,0.2142857142857143,0.2769230769230769,0.22695035460992907,0.25,0.23129251700680276,0.29357798165137616,0.2142857142857143,0.2769230769230769,0.22695035460992907,0.25,0.23129251700680276,0.29357798165137616
SP:2d8ddfdc38c54370e55a01aeaa6e2c5e4d29209b,0.3146067415730337,0.29457364341085274,0.2660098522167488,0.2456140350877193,0.21276595744680854,0.1929824561403509,0.04597701149425287,0.031496062992125984,0.06965174129353234,0.03571428571428571,0.03225806451612903,0.008849557522123894,0.22471910112359553,0.17054263565891473,0.14778325123152708,0.15789473684210528,0.11702127659574468,0.11403508771929824,0.22471910112359553,0.17054263565891473,0.14778325123152708,0.15789473684210528,0.11702127659574468,0.11403508771929824
SP:2decec4fd3ebc9f328602004e74e8079e0d07803,0.2380952380952381,0.2028985507246377,0.23703703703703705,0.30120481927710846,0.32460732984293195,0.2608695652173913,0.048192771084337345,0.058394160583941604,0.04511278195488722,0.05454545454545455,0.042328042328042326,0.0808080808080808,0.17857142857142855,0.16666666666666669,0.14814814814814814,0.19277108433734938,0.1884816753926702,0.20066889632107024,0.17857142857142855,0.16666666666666669,0.14814814814814814,0.19277108433734938,0.1884816753926702,0.20066889632107024
SP:2df4c8e3090bfb99b40e9cdc0b0a798bbfae3988,0.3274336283185841,0.3459915611814346,0.38461538461538464,0.42236024844720493,0.3804347826086957,0.33846153846153854,0.08035714285714285,0.059574468085106386,0.046511627906976744,0.11320754716981132,0.07692307692307693,0.09326424870466321,0.19469026548672566,0.1687763713080169,0.19230769230769232,0.2484472049689441,0.2282608695652174,0.2153846153846154,0.19469026548672566,0.1687763713080169,0.19230769230769232,0.2484472049689441,0.2282608695652174,0.2153846153846154
SP:2e2d4921dd27bc1bc73a680f0dac9f626fd86d02,0.2696629213483146,0.3584905660377359,0.389937106918239,0.15714285714285714,0.34196891191709844,0.1983471074380165,0.022727272727272728,0.21153846153846154,0.07643312101910826,0.014492753623188408,0.07329842931937172,0.050420168067226885,0.14606741573033707,0.2830188679245283,0.22641509433962265,0.1142857142857143,0.19689119170984457,0.16528925619834708,0.14606741573033707,0.2830188679245283,0.22641509433962265,0.1142857142857143,0.19689119170984457,0.16528925619834708
SP:2e5368621bb60469988f5e56b4b27e085137af0e,0.22702702702702704,0.18656716417910446,0.44247787610619477,0.39452054794520547,0.33333333333333337,0.2252559726962457,0.05464480874316939,0.02255639097744361,0.14414414414414414,0.09917355371900825,0.0673076923076923,0.04810996563573883,0.17297297297297298,0.08955223880597014,0.2831858407079646,0.18630136986301368,0.18095238095238098,0.12286689419795223,0.17297297297297298,0.08955223880597014,0.2831858407079646,0.18630136986301368,0.18095238095238098,0.12286689419795223
SP:2eb855e384207458ad5edcf308f4164b0c7746fd,0.36529680365296807,0.31730769230769235,0.2933333333333334,0.5193370165745856,0.3434343434343434,0.2994652406417112,0.07373271889400922,0.029126213592233007,0.026905829596412554,0.27932960893854747,0.030612244897959183,0.06486486486486487,0.20091324200913244,0.2019230769230769,0.16,0.4088397790055249,0.1818181818181818,0.16042780748663102,0.20091324200913244,0.2019230769230769,0.16,0.4088397790055249,0.1818181818181818,0.16042780748663102
SP:2f0594e69fa4f06f3ab3a6797406e838ae365dcb,0.2839506172839506,0.32,0.3566433566433566,0.31654676258992803,0.27999999999999997,0.27376425855513303,0.06250000000000001,0.023121387283236993,0.09859154929577466,0.11678832116788321,0.04032258064516129,0.038314176245210725,0.17283950617283947,0.20571428571428568,0.2167832167832168,0.2446043165467626,0.16,0.17490494296577946,0.17283950617283947,0.20571428571428568,0.2167832167832168,0.2446043165467626,0.16,0.17490494296577946
SP:2f4ea4ae923024fcf12fd672468e4fe5f13e8432,0.38848920863309355,0.3716814159292035,0.3529411764705882,0.3062200956937799,0.39215686274509803,0.32499999999999996,0.1313868613138686,0.07142857142857142,0.04761904761904762,0.03864734299516908,0.0662251655629139,0.058823529411764705,0.27338129496402874,0.17699115044247787,0.18823529411764706,0.12440191387559808,0.18300653594771243,0.15833333333333333,0.27338129496402874,0.17699115044247787,0.18823529411764706,0.12440191387559808,0.18300653594771243,0.15833333333333333
SP:2f7d032dfdfd7d4c509afa2e4bc2042dbceb6885,0.2909090909090909,0.29453681710213775,0.174496644295302,0.29931972789115646,0.2603550295857988,0.12432432432432433,0.009174311926605505,0.07637231503579953,0.01360544217687075,0.05922551252847381,0.04790419161676646,0.02173913043478261,0.17272727272727273,0.14251781472684086,0.12080536912751678,0.15419501133786848,0.1301775147928994,0.06486486486486485,0.17272727272727273,0.14251781472684086,0.12080536912751678,0.15419501133786848,0.1301775147928994,0.06486486486486485
SP:2fd1a61d9cd658ce7a5d5c33f083593906dc2f3c,0.3387096774193549,0.2807017543859649,0.2573099415204679,0.27411167512690354,0.29891304347826086,0.2268041237113402,0.056910569105691054,0.05917159763313609,0.023529411764705885,0.05128205128205128,0.03825136612021858,0.020761245674740483,0.13709677419354838,0.1754385964912281,0.14035087719298245,0.15228426395939088,0.1467391304347826,0.1374570446735395,0.13709677419354838,0.1754385964912281,0.14035087719298245,0.15228426395939088,0.1467391304347826,0.1374570446735395
SP:2feff475074743c25080ebf58e27bbaf80549cca,0.402555910543131,0.33070866141732286,0.3659574468085106,0.42911877394636017,0.3057851239669422,0.36065573770491804,0.05144694533762058,0.07936507936507935,0.05150214592274678,0.16216216216216217,0.05,0.06629834254143646,0.15335463258785942,0.1811023622047244,0.15319148936170213,0.22222222222222224,0.1652892561983471,0.19672131147540983,0.15335463258785942,0.1811023622047244,0.15319148936170213,0.22222222222222224,0.1652892561983471,0.19672131147540983
SP:2ff61c45468a6d128fc76ee6372656a85e951857,0.4615384615384615,0.2923076923076924,0.3187250996015936,0.3232323232323232,0.3492063492063492,0.2822085889570552,0.14084507042253522,0.06976744186046512,0.10441767068273095,0.05102040816326531,0.10695187165775401,0.049689440993788817,0.23776223776223773,0.1769230769230769,0.19123505976095617,0.15151515151515152,0.2222222222222222,0.13496932515337423,0.23776223776223773,0.1769230769230769,0.19123505976095617,0.15151515151515152,0.2222222222222222,0.13496932515337423
SP:308ae10248303c404bac425849e56fc344e17a84,0.5321100917431193,0.24324324324324326,0.29411764705882354,0.23448275862068962,0.32323232323232326,0.14492753623188406,0.31775700934579443,0.0410958904109589,0.04,0.04195804195804195,0.12371134020618557,0.07352941176470587,0.4036697247706422,0.17567567567567563,0.17647058823529413,0.16551724137931034,0.30303030303030304,0.13043478260869565,0.4036697247706422,0.17567567567567563,0.17647058823529413,0.16551724137931034,0.30303030303030304,0.13043478260869565
SP:313ee5210d425d3d2420a098669d32234190469a,0.4021739130434782,0.42063492063492064,0.28571428571428575,0.30081300813008127,0.2843137254901961,0.3161764705882353,0.08791208791208792,0.14400000000000002,0.08653846153846154,0.05737704918032788,0.039603960396039604,0.044444444444444446,0.21739130434782608,0.25396825396825395,0.20952380952380953,0.13821138211382114,0.14705882352941177,0.15441176470588236,0.21739130434782608,0.25396825396825395,0.20952380952380953,0.13821138211382114,0.14705882352941177,0.15441176470588236
SP:315cac0ca081d8ecedbdfa8b5200c924decf8f5e,0.3516483516483516,0.34408602150537637,0.42236024844720493,0.40157480314960625,0.40174672489082963,0.33476394849785407,0.07777777777777778,0.08695652173913043,0.15094339622641512,0.1349206349206349,0.07929515418502203,0.06926406926406926,0.21978021978021978,0.2150537634408602,0.22360248447204967,0.2362204724409449,0.1572052401746725,0.13733905579399144,0.21978021978021978,0.2150537634408602,0.22360248447204967,0.2362204724409449,0.1572052401746725,0.13733905579399144
SP:315f2489ecb71d26cd5b31e7a127b4d6c580be7f,0.3309352517985611,0.4137931034482759,0.326530612244898,0.4838709677419355,0.3829787234042553,0.5670103092783505,0.1313868613138686,0.15384615384615385,0.06896551724137931,0.14130434782608695,0.15053763440860216,0.2604166666666667,0.21582733812949642,0.24827586206896557,0.17687074829931973,0.2150537634408602,0.2127659574468085,0.37113402061855677,0.21582733812949642,0.24827586206896557,0.17687074829931973,0.2150537634408602,0.2127659574468085,0.37113402061855677
SP:3178e1c996adddb6255206a895a95463ba5e1e8e,0.3157894736842105,0.29090909090909095,0.20610687022900762,0.2112676056338028,0.1506276150627615,0.22006472491909385,0.08602150537634408,0.049079754601226995,0.030769230769230767,0.014285714285714284,0.008438818565400843,0.03908794788273616,0.23157894736842105,0.16969696969696968,0.12213740458015267,0.11267605633802816,0.10878661087866111,0.12297734627831715,0.23157894736842105,0.16969696969696968,0.12213740458015267,0.11267605633802816,0.10878661087866111,0.12297734627831715
SP:31ba7f0d204f8a4eae4d3705a9d2f413179d2f5c,0.22127659574468087,0.4262295081967213,0.29752066115702475,0.4106463878326996,0.32061068702290074,0.36241610738255037,0.08583690987124463,0.16666666666666666,0.06722689075630252,0.09195402298850576,0.07692307692307693,0.06802721088435375,0.12765957446808512,0.34426229508196726,0.23140495867768596,0.15969581749049433,0.19847328244274812,0.24161073825503357,0.12765957446808512,0.34426229508196726,0.23140495867768596,0.15969581749049433,0.19847328244274812,0.24161073825503357
SP:31e45243f78e00f69e63abf1afe2d06b74fca4ca,0.41111111111111115,0.383419689119171,0.2874251497005988,0.3272727272727273,0.31654676258992803,0.27631578947368424,0.10112359550561797,0.0837696335078534,0.07272727272727272,0.08588957055214724,0.08759124087591241,0.06666666666666667,0.21111111111111108,0.21761658031088082,0.2155688622754491,0.20606060606060608,0.2302158273381295,0.17105263157894737,0.21111111111111108,0.21761658031088082,0.2155688622754491,0.20606060606060608,0.2302158273381295,0.17105263157894737
SP:31f451cf964da1151159daa5fe43bd4332398b2c,0.32512315270935965,0.32599118942731276,0.3817663817663818,0.26666666666666666,0.26277372262773724,0.2751677852348993,0.05970149253731343,0.06222222222222223,0.09742120343839543,0.06756756756756757,0.08088235294117647,0.08783783783783784,0.18719211822660098,0.14977973568281938,0.19373219373219372,0.14666666666666667,0.16058394160583941,0.16778523489932887,0.18719211822660098,0.14977973568281938,0.19373219373219372,0.14666666666666667,0.16058394160583941,0.16778523489932887
SP:31f8d61dbd760daf4c9772f18b94d9b62365fed1,0.14746543778801843,0.3622350674373796,0.24561403508771928,0.1111111111111111,0.22857142857142854,0.14742014742014742,0.037209302325581395,0.08897485493230174,0.07079646017699115,0.04060913705583756,0.019417475728155338,0.009876543209876543,0.10138248847926269,0.16570327552986513,0.14912280701754385,0.0707070707070707,0.11428571428571427,0.08353808353808354,0.10138248847926269,0.16570327552986513,0.14912280701754385,0.0707070707070707,0.11428571428571427,0.08353808353808354
SP:31fc4cc48b20bb192ebbb50c54758402eea6f573,0.26116838487972505,0.26334519572953735,0.13229571984435798,0.2686567164179105,0.18181818181818182,0.24000000000000002,0.08304498269896193,0.06451612903225806,0.047058823529411764,0.09090909090909091,0.018518518518518517,0.04081632653061224,0.1443298969072165,0.14234875444839856,0.10116731517509726,0.16417910447761194,0.1090909090909091,0.15999999999999998,0.1443298969072165,0.14234875444839856,0.10116731517509726,0.16417910447761194,0.1090909090909091,0.15999999999999998
SP:32040641c0cbdc186c2db90470bec7856c89cb38,0.24000000000000002,0.30670926517571884,0.3112391930835735,0.37349397590361455,0.32000000000000006,0.3829787234042553,0.030959752321981424,0.09003215434083602,0.08695652173913043,0.012195121951219513,0.0,0.09677419354838708,0.14153846153846153,0.2108626198083067,0.207492795389049,0.1927710843373494,0.16000000000000003,0.23404255319148937,0.14153846153846153,0.2108626198083067,0.207492795389049,0.1927710843373494,0.16000000000000003,0.23404255319148937
SP:3216e523f5a2e8e1f0f79214348bfdfd665f685c,0.4166666666666667,0.3346007604562738,0.4125560538116592,0.2738589211618257,0.34825870646766166,0.38125,0.14084507042253522,0.11494252873563217,0.15384615384615385,0.09205020920502091,0.1407035175879397,0.10691823899371068,0.25,0.21292775665399238,0.2511210762331839,0.1908713692946058,0.16915422885572137,0.20625000000000002,0.25,0.21292775665399238,0.2511210762331839,0.1908713692946058,0.16915422885572137,0.20625000000000002
SP:32329e9dbfc30a59682eaaa21774081fa41adc02,0.29629629629629634,0.3709677419354838,0.3458646616541354,0.42790697674418604,0.3571428571428571,0.4654088050314465,0.0855614973262032,0.09836065573770492,0.030534351145038167,0.09389671361502347,0.045045045045045036,0.11464968152866244,0.1693121693121693,0.22580645161290322,0.16541353383458646,0.21395348837209302,0.17857142857142855,0.23899371069182387,0.1693121693121693,0.22580645161290322,0.16541353383458646,0.21395348837209302,0.17857142857142855,0.23899371069182387
SP:324702901d2fb744b24a5282fed57977638db754,0.3636363636363636,0.33497536945812806,0.43749999999999994,0.39080459770114945,0.3384615384615384,0.42328042328042326,0.057971014492753624,0.06965174129353234,0.0900900900900901,0.0697674418604651,0.11398963730569948,0.06417112299465241,0.1818181818181818,0.19704433497536947,0.22321428571428573,0.21839080459770116,0.24615384615384614,0.23280423280423285,0.1818181818181818,0.19704433497536947,0.22321428571428573,0.21839080459770116,0.24615384615384614,0.23280423280423285
SP:3251f004f83f4aa24b6c8882596f878e89abe15e,0.43971631205673756,0.3472222222222222,0.29787234042553196,0.34074074074074073,0.36363636363636365,0.3555555555555555,0.2014388489208633,0.056338028169014086,0.02877697841726619,0.045112781954887216,0.06153846153846154,0.045112781954887216,0.326241134751773,0.2361111111111111,0.19858156028368795,0.22222222222222224,0.25757575757575757,0.22222222222222224,0.326241134751773,0.2361111111111111,0.19858156028368795,0.22222222222222224,0.25757575757575757,0.22222222222222224
SP:33894d9650135a2f4ec686065c4431019f4bdb33,0.23728813559322035,0.24324324324324326,0.28169014084507044,0.3253012048192771,0.3375,0.34736842105263155,0.017241379310344827,0.04109589041095891,0.014285714285714287,0.10975609756097561,0.05063291139240507,0.07446808510638299,0.11864406779661017,0.14864864864864866,0.16901408450704222,0.21686746987951805,0.1875,0.23157894736842108,0.11864406779661017,0.14864864864864866,0.16901408450704222,0.21686746987951805,0.1875,0.23157894736842108
SP:339246c159fb15b25b777722f52d3108cf64b005,0.3333333333333333,0.2650602409638554,0.3167420814479638,0.2676056338028169,0.3451776649746193,0.23391812865497075,0.06315789473684211,0.036585365853658534,0.0639269406392694,0.07142857142857144,0.08205128205128205,0.03550295857988166,0.19791666666666669,0.14457831325301204,0.19004524886877827,0.18309859154929575,0.15228426395939088,0.11695906432748537,0.19791666666666669,0.14457831325301204,0.19004524886877827,0.18309859154929575,0.15228426395939088,0.11695906432748537
SP:33d9ed48ce72f65860ffb34e77ed8b79b95b4869,0.18450184501845018,0.3395061728395061,0.2164179104477612,0.24858757062146894,0.2644628099173554,0.25287356321839083,0.03717472118959108,0.05590062111801242,0.02255639097744361,0.03428571428571429,0.033613445378151266,0.046511627906976744,0.12546125461254612,0.16666666666666669,0.13432835820895522,0.14689265536723164,0.1652892561983471,0.14942528735632182,0.12546125461254612,0.16666666666666669,0.13432835820895522,0.14689265536723164,0.1652892561983471,0.14942528735632182
SP:33fdd2dc77cf2c841a8ee122dfa101568bd15179,0.4200913242009133,0.36000000000000004,0.3463203463203463,0.36771300448430494,0.35433070866141736,0.34893617021276596,0.09216589861751151,0.1111111111111111,0.08733624454148471,0.05429864253393665,0.0873015873015873,0.10300429184549356,0.2191780821917808,0.21,0.19047619047619047,0.17937219730941706,0.18110236220472442,0.2127659574468085,0.2191780821917808,0.21,0.19047619047619047,0.17937219730941706,0.18110236220472442,0.2127659574468085
SP:33fe73ddcd33933bc970916bf46fcb59af7ff869,0.21768707482993194,0.23384615384615387,0.3333333333333333,0.2028985507246377,0.3236994219653179,0.35897435897435903,0.041379310344827586,0.030959752321981424,0.02727272727272727,0.029197080291970805,0.05847953216374269,0.05157593123209169,0.12244897959183672,0.16615384615384615,0.14414414414414417,0.12318840579710146,0.18497109826589594,0.16524216524216523,0.12244897959183672,0.16615384615384615,0.14414414414414417,0.12318840579710146,0.18497109826589594,0.16524216524216523
SP:34177dc9d2e81610d167b996c3f106327c666f94,0.3359375,0.3555555555555555,0.46896551724137936,0.26337448559670784,0.2529644268774704,0.3787878787878788,0.10236220472440946,0.07518796992481204,0.055944055944055944,0.07468879668049791,0.01593625498007968,0.046153846153846156,0.22656249999999997,0.2518518518518519,0.23448275862068968,0.1646090534979424,0.17391304347826086,0.16666666666666666,0.22656249999999997,0.2518518518518519,0.23448275862068968,0.1646090534979424,0.17391304347826086,0.16666666666666666
SP:34795101680741226020706a6278d571a868bd3e,0.25157232704402516,0.25316455696202533,0.26666666666666666,0.3628691983122363,0.21739130434782608,0.22950819672131145,0.089171974522293,0.05128205128205128,0.0970873786407767,0.07659574468085106,0.054945054945054944,0.03314917127071824,0.16352201257861634,0.17721518987341772,0.1523809523809524,0.18565400843881857,0.13043478260869565,0.14207650273224043,0.16352201257861634,0.17721518987341772,0.1523809523809524,0.18565400843881857,0.13043478260869565,0.14207650273224043
SP:34d274ef04ac5d7da4b6a8706697e908e19fe9bb,0.2912621359223301,0.26136363636363635,0.2521008403361345,0.2820512820512821,0.22598870056497178,0.20408163265306123,0.0784313725490196,0.045977011494252866,0.06837606837606837,0.02586206896551724,0.03428571428571429,0.027586206896551724,0.1650485436893204,0.12500000000000003,0.18487394957983194,0.16239316239316243,0.12429378531073446,0.12244897959183675,0.1650485436893204,0.12500000000000003,0.18487394957983194,0.16239316239316243,0.12429378531073446,0.12244897959183675
SP:3514a7e473397a4c1bbb26e3804336d559452018,0.3308270676691729,0.32,0.37301587301587297,0.29687500000000006,0.23414634146341462,0.34008097165991896,0.04580152671755725,0.05780346820809248,0.08800000000000001,0.07936507936507937,0.06896551724137931,0.08979591836734695,0.16541353383458646,0.21714285714285717,0.19047619047619047,0.17187500000000003,0.15609756097560973,0.2105263157894737,0.16541353383458646,0.21714285714285717,0.19047619047619047,0.17187500000000003,0.15609756097560973,0.2105263157894737
SP:355208e83bbfa7e59308d9857d556224a6557b76,0.24516129032258066,0.3601532567049808,0.37931034482758624,0.2761904761904762,0.3252032520325204,0.3406113537117904,0.03921568627450981,0.06177606177606179,0.06976744186046513,0.057692307692307696,0.049586776859504134,0.07048458149779736,0.18064516129032257,0.1839080459770115,0.22988505747126436,0.17142857142857143,0.2276422764227642,0.2183406113537118,0.18064516129032257,0.1839080459770115,0.22988505747126436,0.17142857142857143,0.2276422764227642,0.2183406113537118
SP:35723794a475f8b2aad0791586ffd8fed72407d5,0.26966292134831465,0.22950819672131145,0.24778761061946902,0.3111111111111111,0.3492063492063492,0.31446540880503143,0.022988505747126433,0.0,0.03603603603603604,0.04511278195488721,0.08064516129032258,0.06369426751592357,0.1797752808988764,0.13114754098360656,0.17699115044247787,0.14814814814814814,0.19047619047619052,0.2012578616352201,0.1797752808988764,0.13114754098360656,0.17699115044247787,0.14814814814814814,0.19047619047619052,0.2012578616352201
SP:35b62e1a679906de35e75acecef9c39f1d5571ec,0.3354838709677419,0.39999999999999997,0.2413793103448276,0.3263157894736842,0.36879432624113473,0.3311258278145695,0.05228758169934641,0.147239263803681,0.05263157894736842,0.0851063829787234,0.11510791366906475,0.10738255033557048,0.1935483870967742,0.2666666666666667,0.1724137931034483,0.1894736842105263,0.24113475177304966,0.22516556291390732,0.1935483870967742,0.2666666666666667,0.1724137931034483,0.1894736842105263,0.24113475177304966,0.22516556291390732
SP:3638aad87081bfb75b6ad588294965b2327f8b0f,0.3896103896103896,0.33755274261603374,0.3703703703703704,0.39069767441860465,0.3161094224924012,0.29457364341085274,0.07843137254901959,0.05106382978723403,0.08022922636103151,0.09389671361502348,0.06116207951070336,0.0390625,0.18181818181818182,0.1772151898734177,0.1481481481481481,0.16744186046511628,0.15197568389057753,0.15503875968992248,0.18181818181818182,0.1772151898734177,0.1481481481481481,0.16744186046511628,0.15197568389057753,0.15503875968992248
SP:363b11cdcf8e0589505f53b25f3f391f1460e06a,0.26,0.32335329341317365,0.36842105263157887,0.19565217391304346,0.3181818181818182,0.24812030075187969,0.0303030303030303,0.030120481927710843,0.10638297872340426,0.0291970802919708,0.061538461538461535,0.03787878787878787,0.16,0.15568862275449102,0.2736842105263158,0.10144927536231883,0.18181818181818182,0.13533834586466165,0.16,0.15568862275449102,0.2736842105263158,0.10144927536231883,0.18181818181818182,0.13533834586466165
SP:367d15d18e0e17571b39a85b8f7b74857bab6d0d,0.21782178217821782,0.28965517241379307,0.35443037974683544,0.15873015873015872,0.297029702970297,0.2758620689655173,0.01,0.055944055944055944,0.02564102564102564,0.021390374331550804,0.04,0.027972027972027972,0.1386138613861386,0.13793103448275865,0.189873417721519,0.1164021164021164,0.15841584158415845,0.16551724137931037,0.1386138613861386,0.13793103448275865,0.189873417721519,0.1164021164021164,0.15841584158415845,0.16551724137931037
SP:36865f44206f70bae377b585b4d60f38d5bf492f,0.2684563758389262,0.33695652173913043,0.3333333333333333,0.26993865030674846,0.24113475177304966,0.3181818181818182,0.04081632653061224,0.03296703296703297,0.05,0.037267080745341616,0.02877697841726619,0.04597701149425287,0.18791946308724833,0.19565217391304351,0.20987654320987653,0.18404907975460125,0.18439716312056736,0.1931818181818182,0.18791946308724833,0.19565217391304351,0.20987654320987653,0.18404907975460125,0.18439716312056736,0.1931818181818182
SP:36c995ffad9240ec7e074a9e6b1a7b3e22cd19ca,0.44604316546762596,0.21531100478468895,0.27999999999999997,0.22222222222222224,0.15238095238095237,0.078125,0.10218978102189781,0.0673076923076923,0.10204081632653061,0.07600950118764846,0.038834951456310676,0.015706806282722516,0.28776978417266186,0.11483253588516747,0.22000000000000003,0.12765957446808512,0.1142857142857143,0.05729166666666667,0.28776978417266186,0.11483253588516747,0.22000000000000003,0.12765957446808512,0.1142857142857143,0.05729166666666667
SP:36cca7d5572ebc5b037efdd210ab58ac4a27999f,0.43137254901960786,0.39506172839506165,0.45283018867924524,0.3660714285714286,0.42857142857142855,0.3391304347826087,0.13245033112582782,0.12448132780082988,0.16560509554140126,0.18918918918918917,0.11594202898550725,0.14035087719298245,0.2875816993464052,0.2469135802469136,0.3270440251572327,0.2232142857142857,0.24285714285714285,0.26086956521739124,0.2875816993464052,0.2469135802469136,0.3270440251572327,0.2232142857142857,0.24285714285714285,0.26086956521739124
SP:36f6f10664799e32b87e660953ecd6e34c60a9be,0.3387096774193548,0.3453237410071942,0.4177215189873418,0.34108527131782945,0.2567567567567568,0.34355828220858897,0.16393442622950818,0.10218978102189781,0.16666666666666666,0.04724409448818897,0.0821917808219178,0.08695652173913045,0.2580645161290322,0.2589928057553957,0.2911392405063291,0.186046511627907,0.17567567567567569,0.23312883435582826,0.2580645161290322,0.2589928057553957,0.2911392405063291,0.186046511627907,0.17567567567567569,0.23312883435582826
SP:371db603f5151d9d771a89413e0f7a487880b621,0.3101604278074866,0.22950819672131145,0.28415300546448086,0.3518518518518519,0.3333333333333333,0.25,0.032432432432432434,0.06629834254143648,0.03314917127071824,0.056603773584905655,0.056603773584905655,0.0196078431372549,0.160427807486631,0.16393442622950818,0.13114754098360656,0.2037037037037037,0.16666666666666666,0.15384615384615385,0.160427807486631,0.16393442622950818,0.13114754098360656,0.2037037037037037,0.16666666666666666,0.15384615384615385
SP:371eb29fe6481fdd13d2cb9e79d4a026ced42de2,0.20000000000000004,0.4145936981757878,0.3135593220338983,0.24489795918367346,0.30188679245283023,0.3037974683544304,0.0430622009569378,0.0665557404326123,0.055319148936170216,0.03519061583577712,0.047619047619047616,0.055979643765903316,0.10952380952380952,0.1791044776119403,0.15254237288135591,0.1282798833819242,0.169811320754717,0.15696202531645567,0.10952380952380952,0.1791044776119403,0.15254237288135591,0.1282798833819242,0.169811320754717,0.15696202531645567
SP:372ef33b33b8781d0bcf4531d8a5931ca5194c63,0.3132530120481927,0.35714285714285715,0.33472803347280333,0.32530120481927716,0.38818565400843885,0.3598326359832636,0.012195121951219513,0.060240963855421686,0.0590717299578059,0.04878048780487805,0.14468085106382977,0.06751054852320676,0.16867469879518074,0.17857142857142858,0.1589958158995816,0.2048192771084337,0.23628691983122363,0.17573221757322177,0.16867469879518074,0.17857142857142858,0.1589958158995816,0.2048192771084337,0.23628691983122363,0.17573221757322177
SP:3768ecb8687e5228672183206d6f8dba742d1476,0.29203539823008845,0.2931937172774869,0.38918918918918916,0.24908424908424906,0.32209737827715357,0.3706896551724138,0.03571428571428572,0.0634920634920635,0.08743169398907104,0.029520295202952032,0.045283018867924525,0.052173913043478265,0.16814159292035397,0.15706806282722513,0.1837837837837838,0.13186813186813187,0.15730337078651685,0.1724137931034483,0.16814159292035397,0.15706806282722513,0.1837837837837838,0.13186813186813187,0.15730337078651685,0.1724137931034483
SP:376ea24783eaa6efb56068a8aebf1db2dc7a471a,0.2857142857142857,0.33333333333333326,0.27419354838709675,0.31506849315068497,0.20560747663551404,0.30597014925373134,0.06451612903225806,0.07865168539325844,0.04878048780487805,0.08333333333333333,0.04716981132075471,0.03759398496240601,0.17460317460317462,0.1888888888888889,0.1532258064516129,0.1643835616438356,0.12149532710280374,0.1791044776119403,0.17460317460317462,0.1888888888888889,0.1532258064516129,0.1643835616438356,0.12149532710280374,0.1791044776119403
SP:37dec967d272f81f11a427cc37c9271819b7e9ae,0.2724014336917563,0.3566265060240964,0.3533123028391167,0.24444444444444444,0.2558139534883721,0.25974025974025977,0.08664259927797834,0.06295399515738499,0.05714285714285715,0.04477611940298507,0.047058823529411764,0.04575163398692811,0.15770609318996415,0.14457831325301207,0.1577287066246057,0.1259259259259259,0.13953488372093023,0.13636363636363635,0.15770609318996415,0.14457831325301207,0.1577287066246057,0.1259259259259259,0.13953488372093023,0.13636363636363635
SP:382c6c99d620c21fde1e2a6613a6e3b4a6a4057a,0.2994652406417112,0.2857142857142857,0.3219814241486068,0.4217687074829932,0.36423841059602646,0.27561837455830385,0.05405405405405405,0.024096385542168672,0.06230529595015576,0.04137931034482758,0.08666666666666667,0.05693950177935943,0.16042780748663102,0.16666666666666669,0.11145510835913311,0.2040816326530612,0.17218543046357615,0.1413427561837456,0.16042780748663102,0.16666666666666669,0.11145510835913311,0.2040816326530612,0.17218543046357615,0.1413427561837456
